entity_text,entity_type,source_url,source_title,sentence,confidence
Sogo Watanabe,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2013 Japan Men's national volleyball team roster
Yuta Abe, Shigeru Kondoh, Takahisa Otake, Naoya Suga, Shogo Okamoto, Shun Imamura, Akihiro Fukatsu, Hideomi Fukatsu, Issei Maeda, Yusuke Ishijima, Yu K",0.9
Hidetomo Hoshino,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2013 Japan Men's national volleyball team roster
Yuta Abe, Shigeru Kondoh, Takahisa Otake, Naoya Suga, Shogo Okamoto, Shun Imamura, Akihiro Fukatsu, Hideomi Fukatsu, Issei Maeda, Yusuke Ishijima, Yu K",0.9
Shuzo Yamada,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2013 Japan Men's national volleyball team roster
Yuta Abe, Shigeru Kondoh, Takahisa Otake, Naoya Suga, Shogo Okamoto, Shun Imamura, Akihiro Fukatsu, Hideomi Fukatsu, Issei Maeda, Yusuke Ishijima, Yu K",0.9
Masahiro Yanagida,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2013 Japan Men's national volleyball team roster
Yuta Abe, Shigeru Kondoh, Takahisa Otake, Naoya Suga, Shogo Okamoto, Shun Imamura, Akihiro Fukatsu, Hideomi Fukatsu, Issei Maeda, Yusuke Ishijima, Yu K",0.9
Kenji Shirasawa,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2013 Japan Men's national volleyball team roster
Yuta Abe, Shigeru Kondoh, Takahisa Otake, Naoya Suga, Shogo Okamoto, Shun Imamura, Akihiro Fukatsu, Hideomi Fukatsu, Issei Maeda, Yusuke Ishijima, Yu K",0.9
Shogo Toimoto,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2013 Japan Men's national volleyball team roster
Yuta Abe, Shigeru Kondoh, Takahisa Otake, Naoya Suga, Shogo Okamoto, Shun Imamura, Akihiro Fukatsu, Hideomi Fukatsu, Issei Maeda, Yusuke Ishijima, Yu K",0.9
Hirotaka Kon,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2013 Japan Men's national volleyball team roster
Yuta Abe, Shigeru Kondoh, Takahisa Otake, Naoya Suga, Shogo Okamoto, Shun Imamura, Akihiro Fukatsu, Hideomi Fukatsu, Issei Maeda, Yusuke Ishijima, Yu K",0.9
Tatsuya Shiota,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2013 Japan Men's national volleyball team roster
Yuta Abe, Shigeru Kondoh, Takahisa Otake, Naoya Suga, Shogo Okamoto, Shun Imamura, Akihiro Fukatsu, Hideomi Fukatsu, Issei Maeda, Yusuke Ishijima, Yu K",0.9
Takuya Yasunaga,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2013 Japan Men's national volleyball team roster
Yuta Abe, Shigeru Kondoh, Takahisa Otake, Naoya Suga, Shogo Okamoto, Shun Imamura, Akihiro Fukatsu, Hideomi Fukatsu, Issei Maeda, Yusuke Ishijima, Yu K",0.9
Haku Ri,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2013 Japan Men's national volleyball team roster
Yuta Abe, Shigeru Kondoh, Takahisa Otake, Naoya Suga, Shogo Okamoto, Shun Imamura, Akihiro Fukatsu, Hideomi Fukatsu, Issei Maeda, Yusuke Ishijima, Yu K",0.9
Koichiro Koga,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2013 Japan Men's national volleyball team roster
Yuta Abe, Shigeru Kondoh, Takahisa Otake, Naoya Suga, Shogo Okamoto, Shun Imamura, Akihiro Fukatsu, Hideomi Fukatsu, Issei Maeda, Yusuke Ishijima, Yu K",0.9
Ken Takahashi,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2013 Japan Men's national volleyball team roster
Yuta Abe, Shigeru Kondoh, Takahisa Otake, Naoya Suga, Shogo Okamoto, Shun Imamura, Akihiro Fukatsu, Hideomi Fukatsu, Issei Maeda, Yusuke Ishijima, Yu K",0.9
Taichiro Koga,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2013 Japan Men's national volleyball team roster
Yuta Abe, Shigeru Kondoh, Takahisa Otake, Naoya Suga, Shogo Okamoto, Shun Imamura, Akihiro Fukatsu, Hideomi Fukatsu, Issei Maeda, Yusuke Ishijima, Yu K",0.9
Sato Gary,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"Head Coach: Sato Gary.
2014 Japan Men's national volleyball team roster
Shinji Takahashi, Shohei Uchiyama, Hideomi Fukatsu, Sho Sagawa, Yu Koshikawa, Yuta Yoneyama, Tatsuya Fukuzawa, Kunihiro Shimizu,",0.9
Shinji Takahashi,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"Head Coach: Sato Gary.
2014 Japan Men's national volleyball team roster
Shinji Takahashi, Shohei Uchiyama, Hideomi Fukatsu, Sho Sagawa, Yu Koshikawa, Yuta Yoneyama, Tatsuya Fukuzawa, Kunihiro Shimizu,",0.9
Shohei Uchiyama,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"Head Coach: Sato Gary.
2014 Japan Men's national volleyball team roster
Shinji Takahashi, Shohei Uchiyama, Hideomi Fukatsu, Sho Sagawa, Yu Koshikawa, Yuta Yoneyama, Tatsuya Fukuzawa, Kunihiro Shimizu,",0.9
Sho Sagawa,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"Head Coach: Sato Gary.
2014 Japan Men's national volleyball team roster
Shinji Takahashi, Shohei Uchiyama, Hideomi Fukatsu, Sho Sagawa, Yu Koshikawa, Yuta Yoneyama, Tatsuya Fukuzawa, Kunihiro Shimizu,",0.9
Ryusuke Tsubakiyama,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"Head Coach: Sato Gary.
2014 Japan Men's national volleyball team roster
Shinji Takahashi, Shohei Uchiyama, Hideomi Fukatsu, Sho Sagawa, Yu Koshikawa, Yuta Yoneyama, Tatsuya Fukuzawa, Kunihiro Shimizu,",0.9
Naoya Shiraiwa,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"Head Coach: Sato Gary.
2014 Japan Men's national volleyball team roster
Shinji Takahashi, Shohei Uchiyama, Hideomi Fukatsu, Sho Sagawa, Yu Koshikawa, Yuta Yoneyama, Tatsuya Fukuzawa, Kunihiro Shimizu,",0.9
Kentaro Takahashi,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"Head Coach: Sato Gary.
2014 Japan Men's national volleyball team roster
Shinji Takahashi, Shohei Uchiyama, Hideomi Fukatsu, Sho Sagawa, Yu Koshikawa, Yuta Yoneyama, Tatsuya Fukuzawa, Kunihiro Shimizu,",0.9
Yūki Ishikawa,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"Head Coach: Sato Gary.
2014 Japan Men's national volleyball team roster
Shinji Takahashi, Shohei Uchiyama, Hideomi Fukatsu, Sho Sagawa, Yu Koshikawa, Yuta Yoneyama, Tatsuya Fukuzawa, Kunihiro Shimizu,",0.9
Hideoki Eto,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"Head Coach: Sato Gary.
2014 Japan Men's national volleyball team roster
Shinji Takahashi, Shohei Uchiyama, Hideomi Fukatsu, Sho Sagawa, Yu Koshikawa, Yuta Yoneyama, Tatsuya Fukuzawa, Kunihiro Shimizu,",0.9
Kentaro Hoshiya,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"Head Coach: Sato Gary.
2014 Japan Men's national volleyball team roster
Shinji Takahashi, Shohei Uchiyama, Hideomi Fukatsu, Sho Sagawa, Yu Koshikawa, Yuta Yoneyama, Tatsuya Fukuzawa, Kunihiro Shimizu,",0.9
Akihiro Yamauchi,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"Head Coach: Sato Gary.
2014 Japan Men's national volleyball team roster
Shinji Takahashi, Shohei Uchiyama, Hideomi Fukatsu, Sho Sagawa, Yu Koshikawa, Yuta Yoneyama, Tatsuya Fukuzawa, Kunihiro Shimizu,",0.9
Satoshi Ide,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"Head Coach: Sato Gary.
2014 Japan Men's national volleyball team roster
Shinji Takahashi, Shohei Uchiyama, Hideomi Fukatsu, Sho Sagawa, Yu Koshikawa, Yuta Yoneyama, Tatsuya Fukuzawa, Kunihiro Shimizu,",0.9
Masashi Nambu,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,Head coach: Masashi Nambu.,0.9
Shunsuke Inoue,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2015 Japan Men's national volleyball team roster
Yuta Abe, Shunsuke Inoue, Akihiro Fukatsu, Hideomi Fukatsu, Yuta Yoneyama, Kunihiro Shimizu (c), Masashi Kuriyama, Daisuke Yako, Shunsuke Chijiki, Yuta",0.9
Hiroaki Asano,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2015 Japan Men's national volleyball team roster
Yuta Abe, Shunsuke Inoue, Akihiro Fukatsu, Hideomi Fukatsu, Yuta Yoneyama, Kunihiro Shimizu (c), Masashi Kuriyama, Daisuke Yako, Shunsuke Chijiki, Yuta",0.9
Kenya Fujinaka,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2015 Japan Men's national volleyball team roster
Yuta Abe, Shunsuke Inoue, Akihiro Fukatsu, Hideomi Fukatsu, Yuta Yoneyama, Kunihiro Shimizu (c), Masashi Kuriyama, Daisuke Yako, Shunsuke Chijiki, Yuta",0.9
Yuki Suzuki,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2015 Japan Men's national volleyball team roster
Yuta Abe, Shunsuke Inoue, Akihiro Fukatsu, Hideomi Fukatsu, Yuta Yoneyama, Kunihiro Shimizu (c), Masashi Kuriyama, Daisuke Yako, Shunsuke Chijiki, Yuta",0.9
Yuichiro Komiya,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2015 Japan Men's national volleyball team roster
Yuta Abe, Shunsuke Inoue, Akihiro Fukatsu, Hideomi Fukatsu, Yuta Yoneyama, Kunihiro Shimizu (c), Masashi Kuriyama, Daisuke Yako, Shunsuke Chijiki, Yuta",0.9
Yasunari Kodama,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2015 Japan Men's national volleyball team roster
Yuta Abe, Shunsuke Inoue, Akihiro Fukatsu, Hideomi Fukatsu, Yuta Yoneyama, Kunihiro Shimizu (c), Masashi Kuriyama, Daisuke Yako, Shunsuke Chijiki, Yuta",0.9
Issei Otake,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2015 Japan Men's national volleyball team roster
Yuta Abe, Shunsuke Inoue, Akihiro Fukatsu, Hideomi Fukatsu, Yuta Yoneyama, Kunihiro Shimizu (c), Masashi Kuriyama, Daisuke Yako, Shunsuke Chijiki, Yuta",0.9
Taishi Onodera,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2015 Japan Men's national volleyball team roster
Yuta Abe, Shunsuke Inoue, Akihiro Fukatsu, Hideomi Fukatsu, Yuta Yoneyama, Kunihiro Shimizu (c), Masashi Kuriyama, Daisuke Yako, Shunsuke Chijiki, Yuta",0.9
Taiki Tsuruda,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2015 Japan Men's national volleyball team roster
Yuta Abe, Shunsuke Inoue, Akihiro Fukatsu, Hideomi Fukatsu, Yuta Yoneyama, Kunihiro Shimizu (c), Masashi Kuriyama, Daisuke Yako, Shunsuke Chijiki, Yuta",0.9
Masahiro Sekita,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2016 Japan Men's national volleyball team roster
Shinji Takahashi, Akihiro Fukatsu, Hideomi Fukatsu, Masahiro Sekita, Yu Koshikawa, Yuta Yoneyama, Tatsuya Fukuzawa, Kunihiro Shimizu (c), Masashi Kuriy",0.9
Tsubasa Hisahara,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2016 Japan Men's national volleyball team roster
Shinji Takahashi, Akihiro Fukatsu, Hideomi Fukatsu, Masahiro Sekita, Yu Koshikawa, Yuta Yoneyama, Tatsuya Fukuzawa, Kunihiro Shimizu (c), Masashi Kuriy",0.9
Ryota Denda,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2016 Japan Men's national volleyball team roster
Shinji Takahashi, Akihiro Fukatsu, Hideomi Fukatsu, Masahiro Sekita, Yu Koshikawa, Yuta Yoneyama, Tatsuya Fukuzawa, Kunihiro Shimizu (c), Masashi Kuriy",0.9
Shunsuke Watanabe,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2016 Japan Men's national volleyball team roster
Shinji Takahashi, Akihiro Fukatsu, Hideomi Fukatsu, Masahiro Sekita, Yu Koshikawa, Yuta Yoneyama, Tatsuya Fukuzawa, Kunihiro Shimizu (c), Masashi Kuriy",0.9
Naonobu Fujii,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"(c), Naonobu Fujii, Masahiro Sekita, Yuta Yoneyama, Yuji Suzuki, Kunihiro Shimizu, Takuya Takamatsu, Masashi Kuriyama, Hiroaki Asano, Masahiro Yanagida, Shuzo Yamada, Naoya Takano, Takeshi Ogawa, Tsub",0.9
Naoya Takano,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"(c), Naonobu Fujii, Masahiro Sekita, Yuta Yoneyama, Yuji Suzuki, Kunihiro Shimizu, Takuya Takamatsu, Masashi Kuriyama, Hiroaki Asano, Masahiro Yanagida, Shuzo Yamada, Naoya Takano, Takeshi Ogawa, Tsub",0.9
Takeshi Ogawa,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"(c), Naonobu Fujii, Masahiro Sekita, Yuta Yoneyama, Yuji Suzuki, Kunihiro Shimizu, Takuya Takamatsu, Masashi Kuriyama, Hiroaki Asano, Masahiro Yanagida, Shuzo Yamada, Naoya Takano, Takeshi Ogawa, Tsub",0.9
Yudai Arai,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"(c), Naonobu Fujii, Masahiro Sekita, Yuta Yoneyama, Yuji Suzuki, Kunihiro Shimizu, Takuya Takamatsu, Masashi Kuriyama, Hiroaki Asano, Masahiro Yanagida, Shuzo Yamada, Naoya Takano, Takeshi Ogawa, Tsub",0.9
Shohei Yamamoto,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"(c), Naonobu Fujii, Masahiro Sekita, Yuta Yoneyama, Yuji Suzuki, Kunihiro Shimizu, Takuya Takamatsu, Masashi Kuriyama, Hiroaki Asano, Masahiro Yanagida, Shuzo Yamada, Naoya Takano, Takeshi Ogawa, Tsub",0.9
Yuichi Nakagaichi,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,Head coach: Yuichi Nakagaichi.,0.9
Masaki Oya,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2018 Japan Men's national volleyball team roster
Hideomi Fukatsu, Naonobu Fujii, Masahiro Sekita, Masaki Oya, Motoki Eiro, Tatsuya Fukuzawa, Takuya Takamatsu, Shunsuke Chijiki, Hiroaki Asano, Masahiro",0.9
Motoki Eiro,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2018 Japan Men's national volleyball team roster
Hideomi Fukatsu, Naonobu Fujii, Masahiro Sekita, Masaki Oya, Motoki Eiro, Tatsuya Fukuzawa, Takuya Takamatsu, Shunsuke Chijiki, Hiroaki Asano, Masahiro",0.9
Hiroki Ozawa,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2018 Japan Men's national volleyball team roster
Hideomi Fukatsu, Naonobu Fujii, Masahiro Sekita, Masaki Oya, Motoki Eiro, Tatsuya Fukuzawa, Takuya Takamatsu, Shunsuke Chijiki, Hiroaki Asano, Masahiro",0.9
Jin Tsuzuki,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2018 Japan Men's national volleyball team roster
Hideomi Fukatsu, Naonobu Fujii, Masahiro Sekita, Masaki Oya, Motoki Eiro, Tatsuya Fukuzawa, Takuya Takamatsu, Shunsuke Chijiki, Hiroaki Asano, Masahiro",0.9
Yuji Nishida,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2018 Japan Men's national volleyball team roster
Hideomi Fukatsu, Naonobu Fujii, Masahiro Sekita, Masaki Oya, Motoki Eiro, Tatsuya Fukuzawa, Takuya Takamatsu, Shunsuke Chijiki, Hiroaki Asano, Masahiro",0.9
Hirohito Kashimura,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2018 Japan Men's national volleyball team roster
Hideomi Fukatsu, Naonobu Fujii, Masahiro Sekita, Masaki Oya, Motoki Eiro, Tatsuya Fukuzawa, Takuya Takamatsu, Shunsuke Chijiki, Hiroaki Asano, Masahiro",0.9
Shinichiro Sato,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2018 Japan Men's national volleyball team roster
Hideomi Fukatsu, Naonobu Fujii, Masahiro Sekita, Masaki Oya, Motoki Eiro, Tatsuya Fukuzawa, Takuya Takamatsu, Shunsuke Chijiki, Hiroaki Asano, Masahiro",0.9
Ryuta Homma,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2018 Japan Men's national volleyball team roster
Hideomi Fukatsu, Naonobu Fujii, Masahiro Sekita, Masaki Oya, Motoki Eiro, Tatsuya Fukuzawa, Takuya Takamatsu, Shunsuke Chijiki, Hiroaki Asano, Masahiro",0.9
Wataru Inoue,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2018 Japan Men's national volleyball team roster
Hideomi Fukatsu, Naonobu Fujii, Masahiro Sekita, Masaki Oya, Motoki Eiro, Tatsuya Fukuzawa, Takuya Takamatsu, Shunsuke Chijiki, Hiroaki Asano, Masahiro",0.9
Tomohiro Horie,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2018 Japan Men's national volleyball team roster
Hideomi Fukatsu, Naonobu Fujii, Masahiro Sekita, Masaki Oya, Motoki Eiro, Tatsuya Fukuzawa, Takuya Takamatsu, Shunsuke Chijiki, Hiroaki Asano, Masahiro",0.9
Yuki Higuchi,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2019 Japan Men's national volleyball team roster
Akihiro Fukatsu, Hideomi Fukatsu, Naonobu Fujii, Masahiro Sekita, Tatsuya Fukuzawa, Masashi Kuriyama, Hiroaki Asano, Naoya Takano, Tsubasa Hisahara, Yū",0.9
Yūji Nishida,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2019 Japan Men's national volleyball team roster
Akihiro Fukatsu, Hideomi Fukatsu, Naonobu Fujii, Masahiro Sekita, Tatsuya Fukuzawa, Masashi Kuriyama, Hiroaki Asano, Naoya Takano, Tsubasa Hisahara, Yū",0.9
Tomohiro Yamamoto,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2019 Japan Men's national volleyball team roster
Akihiro Fukatsu, Hideomi Fukatsu, Naonobu Fujii, Masahiro Sekita, Tatsuya Fukuzawa, Masashi Kuriyama, Hiroaki Asano, Naoya Takano, Tsubasa Hisahara, Yū",0.9
Haku Lee,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2020 Japan Men's national volleyball team roster
Kunihiro Shimizu, Taishi Onodera, Naonobu Fujii, Issei Otake, Tatsuya Fukuzawa, Akihiro Yamauchi, Tsubasa Hisahara, Masahiro Yanagida (c), Hideomi Fuka",0.9
Yutaro Takemoto,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2020 Japan Men's national volleyball team roster
Kunihiro Shimizu, Taishi Onodera, Naonobu Fujii, Issei Otake, Tatsuya Fukuzawa, Akihiro Yamauchi, Tsubasa Hisahara, Masahiro Yanagida (c), Hideomi Fuka",0.9
Kenta Takanashi,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2020 Japan Men's national volleyball team roster
Kunihiro Shimizu, Taishi Onodera, Naonobu Fujii, Issei Otake, Tatsuya Fukuzawa, Akihiro Yamauchi, Tsubasa Hisahara, Masahiro Yanagida (c), Hideomi Fuka",0.9
Shoma Tomita,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2020 Japan Men's national volleyball team roster
Kunihiro Shimizu, Taishi Onodera, Naonobu Fujii, Issei Otake, Tatsuya Fukuzawa, Akihiro Yamauchi, Tsubasa Hisahara, Masahiro Yanagida (c), Hideomi Fuka",0.9
Shunichiro Sato,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2020 Japan Men's national volleyball team roster
Kunihiro Shimizu, Taishi Onodera, Naonobu Fujii, Issei Otake, Tatsuya Fukuzawa, Akihiro Yamauchi, Tsubasa Hisahara, Masahiro Yanagida (c), Hideomi Fuka",0.9
Tatsunori Otsuka,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2020 Japan Men's national volleyball team roster
Kunihiro Shimizu, Taishi Onodera, Naonobu Fujii, Issei Otake, Tatsuya Fukuzawa, Akihiro Yamauchi, Tsubasa Hisahara, Masahiro Yanagida (c), Hideomi Fuka",0.9
Ran Takahashi,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2020 Japan Men's national volleyball team roster
Kunihiro Shimizu, Taishi Onodera, Naonobu Fujii, Issei Otake, Tatsuya Fukuzawa, Akihiro Yamauchi, Tsubasa Hisahara, Masahiro Yanagida (c), Hideomi Fuka",0.9
Taichi Fukuyama,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2021 Japan Men's national volleyball team roster
Kunihiro Shimizu, Taishi Onodera, Naonobu Fujii, Issei Otake, Tatsuya Fukuzawa, Akihiro Yamauchi, Masahiro Yanagida, Hideomi Fukatsu, Taichiro Koga, Yū",0.9
Tomohiro Ogawa,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2021 Japan Men's national volleyball team roster
Kunihiro Shimizu, Taishi Onodera, Naonobu Fujii, Issei Otake, Tatsuya Fukuzawa, Akihiro Yamauchi, Masahiro Yanagida, Hideomi Fukatsu, Taichiro Koga, Yū",0.9
Kento Miyaura,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2021 Japan Men's national volleyball team roster
Kunihiro Shimizu, Taishi Onodera, Naonobu Fujii, Issei Otake, Tatsuya Fukuzawa, Akihiro Yamauchi, Masahiro Yanagida, Hideomi Fukatsu, Taichiro Koga, Yū",0.9
Akito Yamazaki,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2022 Japan Men's national volleyball team roster
Yuji Nishida, Taishi Onodera, Akihiro Fukatsu, Issei Otake, Tatsunori Otsuka, Akihiro Yamauchi, Kenta Takanashi, Masahiro Sekita, Masaki Oya, Kentaro T",0.9
Kenyu Nakamoto,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2022 Japan Men's national volleyball team roster
Yuji Nishida, Taishi Onodera, Akihiro Fukatsu, Issei Otake, Tatsunori Otsuka, Akihiro Yamauchi, Kenta Takanashi, Masahiro Sekita, Masaki Oya, Kentaro T",0.9
Takahiro Shin,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2022 Japan Men's national volleyball team roster
Yuji Nishida, Taishi Onodera, Akihiro Fukatsu, Issei Otake, Tatsunori Otsuka, Akihiro Yamauchi, Kenta Takanashi, Masahiro Sekita, Masaki Oya, Kentaro T",0.9
Kazuyuki Takahashi,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2022 Japan Men's national volleyball team roster
Yuji Nishida, Taishi Onodera, Akihiro Fukatsu, Issei Otake, Tatsunori Otsuka, Akihiro Yamauchi, Kenta Takanashi, Masahiro Sekita, Masaki Oya, Kentaro T",0.9
Shunsuke Nakamura,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2022 Japan Men's national volleyball team roster
Yuji Nishida, Taishi Onodera, Akihiro Fukatsu, Issei Otake, Tatsunori Otsuka, Akihiro Yamauchi, Kenta Takanashi, Masahiro Sekita, Masaki Oya, Kentaro T",0.9
Go Murayama,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2022 Japan Men's national volleyball team roster
Yuji Nishida, Taishi Onodera, Akihiro Fukatsu, Issei Otake, Tatsunori Otsuka, Akihiro Yamauchi, Kenta Takanashi, Masahiro Sekita, Masaki Oya, Kentaro T",0.9
Kenta Koga,PERSON,https://en.wikipedia.org/wiki/Japan_men%27s_national_volleyball_team,Japan men's national volleyball team,"2022 Japan Men's national volleyball team roster
Yuji Nishida, Taishi Onodera, Akihiro Fukatsu, Issei Otake, Tatsunori Otsuka, Akihiro Yamauchi, Kenta Takanashi, Masahiro Sekita, Masaki Oya, Kentaro T",0.9
